order_id,user_id,restaurant_id,order_date,total_amount,name,city,membership,restaurant_name,cuisine,rating
1871,1036,94,22-12-2023,932.1,User_1036,Bangalore,Regular,Restaurant_94,Chinese,4.5
1872,2730,478,01-07-2023,353.69,User_2730,Bangalore,Regular,Restaurant_478,Chinese,3.1
1873,2310,380,14-05-2023,1131.11,User_2310,Hyderabad,Gold,Restaurant_380,Italian,4.6
1874,1140,432,11-10-2023,680.54,User_1140,Hyderabad,Regular,Restaurant_432,Mexican,5.0
1875,444,59,17-05-2023,1481.2,User_444,Pune,Gold,Restaurant_59,Chinese,4.6
1876,678,211,08-09-2023,342.2,User_678,Bangalore,Regular,Restaurant_211,Chinese,3.1
1877,2024,236,03-08-2023,1394.01,User_2024,Chennai,Regular,Restaurant_236,Italian,4.2
1878,2621,317,05-12-2023,1488.81,User_2621,Hyderabad,Regular,Restaurant_317,Mexican,3.5
1879,1842,371,17-08-2023,901.1,User_1842,Hyderabad,Regular,Restaurant_371,Chinese,3.1
1880,841,477,12-05-2023,195.7,User_841,Pune,Gold,Restaurant_477,Indian,4.1
1881,1110,315,08-01-2023,1469.86,User_1110,Pune,Gold,Restaurant_315,Mexican,4.7
1882,2863,404,25-04-2023,237.46,User_2863,Bangalore,Regular,Restaurant_404,Indian,3.8
1883,903,100,06-06-2023,1231.41,User_903,Bangalore,Gold,Restaurant_100,Indian,3.3
1884,2815,69,18-05-2023,1484.31,User_2815,Chennai,Regular,Restaurant_69,Chinese,4.9
1885,2770,154,08-07-2023,170.57,User_2770,Hyderabad,Regular,Restaurant_154,Chinese,4.7
1886,63,397,05-04-2023,1368.68,User_63,Pune,Regular,Restaurant_397,Indian,4.8
1887,632,20,23-11-2023,279.69,User_632,Chennai,Gold,Restaurant_20,Indian,3.7
1888,2259,193,18-11-2023,1370.69,User_2259,Bangalore,Gold,Restaurant_193,Chinese,3.8
1889,1478,72,02-08-2023,1447.74,User_1478,Pune,Gold,Restaurant_72,Mexican,3.4
1890,2693,137,19-04-2023,1024.81,User_2693,Pune,Regular,Restaurant_137,Indian,3.2
1891,49,491,10-03-2023,1447.47,User_49,Chennai,Regular,Restaurant_491,Chinese,3.0
1892,2,245,06-06-2023,141.17,User_2,Pune,Gold,Restaurant_245,Mexican,3.5
1893,2701,115,22-09-2023,1028.62,User_2701,Chennai,Gold,Restaurant_115,Chinese,3.3
1894,1456,326,31-10-2023,906.42,User_1456,Chennai,Regular,Restaurant_326,Italian,4.8
1895,1086,290,13-04-2023,389.08,User_1086,Bangalore,Gold,Restaurant_290,Chinese,4.9
1896,1887,484,18-08-2023,461.89,User_1887,Bangalore,Regular,Restaurant_484,Mexican,4.2
1897,139,271,01-11-2023,790.55,User_139,Pune,Gold,Restaurant_271,Chinese,3.8
1898,2765,245,07-01-2023,874.79,User_2765,Chennai,Gold,Restaurant_245,Mexican,3.5
1899,845,147,20-07-2023,903.12,User_845,Bangalore,Gold,Restaurant_147,Italian,3.2
1900,1222,241,31-07-2023,1220.07,User_1222,Chennai,Regular,Restaurant_241,Chinese,3.9
1901,683,188,21-04-2023,1420.31,User_683,Hyderabad,Regular,Restaurant_188,Chinese,4.6
1902,1069,310,19-07-2023,789.81,User_1069,Chennai,Regular,Restaurant_310,Indian,4.1
1903,1376,386,24-06-2023,1016.52,User_1376,Hyderabad,Gold,Restaurant_386,Italian,4.3
1904,452,306,20-09-2023,224.51,User_452,Bangalore,Gold,Restaurant_306,Chinese,4.8
1905,2698,113,12-07-2023,1015.97,User_2698,Hyderabad,Regular,Restaurant_113,Chinese,5.0
1906,1358,183,04-06-2023,390.13,User_1358,Chennai,Regular,Restaurant_183,Chinese,3.7
1907,174,476,08-06-2023,663.05,User_174,Pune,Gold,Restaurant_476,Mexican,3.4
1908,812,66,29-12-2023,135.01,User_812,Bangalore,Regular,Restaurant_66,Italian,4.7
1909,5,149,13-06-2023,102.82,User_5,Pune,Gold,Restaurant_149,Mexican,3.6
1910,2638,451,19-05-2023,1058.86,User_2638,Bangalore,Gold,Restaurant_451,Chinese,3.7
1911,799,354,24-01-2023,1050.37,User_799,Chennai,Regular,Restaurant_354,Indian,3.8
1912,2362,2,25-08-2023,657.49,User_2362,Chennai,Regular,Restaurant_2,Indian,4.1
1913,2462,483,19-12-2023,1334.93,User_2462,Chennai,Gold,Restaurant_483,Chinese,4.5
1914,1522,17,02-12-2023,415.79,User_1522,Chennai,Gold,Restaurant_17,Indian,4.6
1915,1578,230,16-07-2023,1116.17,User_1578,Pune,Gold,Restaurant_230,Chinese,3.6
1916,1732,242,29-09-2023,226.7,User_1732,Pune,Regular,Restaurant_242,Mexican,4.0
1917,648,63,25-09-2023,839.82,User_648,Chennai,Gold,Restaurant_63,Italian,5.0
1918,1588,314,06-02-2023,1166.9,User_1588,Hyderabad,Gold,Restaurant_314,Indian,4.1
1919,2377,468,20-02-2023,912.88,User_2377,Bangalore,Regular,Restaurant_468,Chinese,4.8
1920,2555,125,23-04-2023,360.97,User_2555,Bangalore,Regular,Restaurant_125,Chinese,4.3
1921,1839,261,22-11-2023,1178.53,User_1839,Hyderabad,Regular,Restaurant_261,Italian,3.5
1922,804,53,20-06-2023,758.64,User_804,Bangalore,Gold,Restaurant_53,Indian,4.5
1923,2605,330,29-01-2023,264.98,User_2605,Hyderabad,Gold,Restaurant_330,Italian,3.9
1924,2754,481,12-10-2023,585.82,User_2754,Bangalore,Regular,Restaurant_481,Indian,4.2
1925,2963,195,06-04-2023,1093.81,User_2963,Pune,Regular,Restaurant_195,Indian,3.4
1926,2902,94,30-06-2023,647.64,User_2902,Hyderabad,Regular,Restaurant_94,Chinese,4.5
1927,2016,7,19-12-2023,1407.37,User_2016,Pune,Regular,Restaurant_7,Italian,3.2
1928,1618,491,05-05-2023,300.81,User_1618,Bangalore,Gold,Restaurant_491,Chinese,3.0
1929,79,98,25-09-2023,1050.68,User_79,Hyderabad,Regular,Restaurant_98,Indian,4.0
1930,2325,213,15-04-2023,643.55,User_2325,Pune,Gold,Restaurant_213,Indian,3.7
1931,2859,208,09-01-2023,497.2,User_2859,Hyderabad,Regular,Restaurant_208,Mexican,4.7
1932,2354,200,12-08-2023,415.39,User_2354,Chennai,Regular,Restaurant_200,Chinese,3.9
1933,683,498,11-01-2023,796.24,User_683,Hyderabad,Regular,Restaurant_498,Chinese,3.9
1934,2586,444,18-02-2023,606.82,User_2586,Hyderabad,Regular,Restaurant_444,Chinese,4.7
1935,2922,267,06-07-2023,477.03,User_2922,Chennai,Gold,Restaurant_267,Chinese,4.2
1936,1824,368,05-01-2023,815.44,User_1824,Bangalore,Regular,Restaurant_368,Indian,4.4
1937,2810,237,20-07-2023,738.25,User_2810,Bangalore,Regular,Restaurant_237,Italian,4.5
1938,1933,33,23-07-2023,209.34,User_1933,Hyderabad,Regular,Restaurant_33,Italian,4.2
1939,287,1,25-06-2023,686.75,User_287,Bangalore,Regular,Restaurant_1,Chinese,4.8
1940,863,239,08-09-2023,800.01,User_863,Bangalore,Gold,Restaurant_239,Indian,4.9
1941,1889,19,30-09-2023,1412.07,User_1889,Pune,Regular,Restaurant_19,Indian,3.6
1942,962,368,03-02-2023,695.06,User_962,Pune,Gold,Restaurant_368,Indian,4.4
1943,2631,318,07-01-2023,551.95,User_2631,Bangalore,Regular,Restaurant_318,Indian,3.7
1944,2999,223,05-06-2023,643.89,User_2999,Pune,Regular,Restaurant_223,Italian,3.4
1945,1938,344,06-07-2023,1379.4,User_1938,Bangalore,Regular,Restaurant_344,Indian,4.8
1946,950,407,03-10-2023,1389.72,User_950,Chennai,Regular,Restaurant_407,Mexican,4.6
1947,383,157,09-09-2023,1190.42,User_383,Hyderabad,Regular,Restaurant_157,Italian,4.5
1948,44,265,10-11-2023,833.13,User_44,Chennai,Gold,Restaurant_265,Chinese,4.2
1949,626,2,10-09-2023,844.45,User_626,Hyderabad,Gold,Restaurant_2,Indian,4.1
1950,1470,203,08-05-2023,1138.54,User_1470,Pune,Regular,Restaurant_203,Chinese,3.8
1951,2003,98,16-07-2023,242.59,User_2003,Chennai,Regular,Restaurant_98,Indian,4.0
1952,1547,73,24-11-2023,581.2,User_1547,Bangalore,Regular,Restaurant_73,Mexican,3.1
1953,1946,182,08-03-2023,633.27,User_1946,Pune,Regular,Restaurant_182,Mexican,4.8
1954,2265,457,01-10-2023,193.27,User_2265,Pune,Gold,Restaurant_457,Indian,3.0
1955,890,114,31-08-2023,988.35,User_890,Chennai,Gold,Restaurant_114,Indian,3.9
1956,1894,264,18-12-2023,1052.69,User_1894,Bangalore,Gold,Restaurant_264,Indian,4.3
1957,385,331,30-04-2023,1212.22,User_385,Bangalore,Gold,Restaurant_331,Mexican,3.4
1958,2873,369,05-03-2023,227.08,User_2873,Pune,Gold,Restaurant_369,Italian,3.0
1959,1382,20,29-06-2023,641.79,User_1382,Bangalore,Regular,Restaurant_20,Indian,3.7
1960,1982,236,11-01-2023,596.27,User_1982,Chennai,Gold,Restaurant_236,Italian,4.2
1961,296,393,24-03-2023,189.36,User_296,Chennai,Regular,Restaurant_393,Italian,4.1
1962,2141,280,30-11-2023,338.8,User_2141,Bangalore,Gold,Restaurant_280,Chinese,3.7
1963,2870,411,22-04-2023,1233.85,User_2870,Bangalore,Regular,Restaurant_411,Indian,4.3
1964,2134,231,05-06-2023,431.4,User_2134,Hyderabad,Regular,Restaurant_231,Indian,4.1
1965,399,422,04-08-2023,576.32,User_399,Bangalore,Regular,Restaurant_422,Mexican,3.0
1966,218,131,29-08-2023,1277.09,User_218,Hyderabad,Regular,Restaurant_131,Italian,3.4
1967,2945,456,31-10-2023,999.81,User_2945,Pune,Regular,Restaurant_456,Chinese,4.2
1968,1508,251,28-02-2023,1415.74,User_1508,Pune,Gold,Restaurant_251,Chinese,3.9
1969,23,49,16-03-2023,473.7,User_23,Chennai,Regular,Restaurant_49,Italian,4.0
1970,2771,362,10-04-2023,328.65,User_2771,Chennai,Regular,Restaurant_362,Indian,4.1
1971,2020,218,07-10-2023,292.66,User_2020,Bangalore,Regular,Restaurant_218,Indian,4.1
1972,2077,229,09-10-2023,855.46,User_2077,Bangalore,Regular,Restaurant_229,Italian,3.8
1973,1943,51,14-12-2023,691.41,User_1943,Bangalore,Regular,Restaurant_51,Italian,3.0
1974,1120,488,29-07-2023,1340.25,User_1120,Hyderabad,Gold,Restaurant_488,Chinese,4.1
1975,1095,7,14-07-2023,451.63,User_1095,Pune,Regular,Restaurant_7,Italian,3.2
1976,982,118,11-10-2023,1385.79,User_982,Hyderabad,Regular,Restaurant_118,Mexican,3.8
1977,2733,199,20-05-2023,311.65,User_2733,Hyderabad,Gold,Restaurant_199,Italian,3.4
1978,168,420,27-01-2023,338.55,User_168,Hyderabad,Gold,Restaurant_420,Italian,4.0
1979,1306,370,05-08-2023,297.2,User_1306,Chennai,Gold,Restaurant_370,Chinese,4.4
1980,2053,346,11-05-2023,1167.07,User_2053,Hyderabad,Regular,Restaurant_346,Indian,4.5
1981,963,163,09-03-2023,763.7,User_963,Chennai,Gold,Restaurant_163,Italian,4.2
1982,949,140,01-10-2023,1385.44,User_949,Chennai,Regular,Restaurant_140,Italian,3.3
1983,1180,287,23-07-2023,825.74,User_1180,Hyderabad,Regular,Restaurant_287,Chinese,4.7
1984,1189,239,01-09-2023,1068.27,User_1189,Pune,Regular,Restaurant_239,Indian,4.9
1985,1780,438,28-03-2023,611.02,User_1780,Pune,Regular,Restaurant_438,Italian,3.2
1986,1467,483,14-09-2023,1033.47,User_1467,Pune,Regular,Restaurant_483,Chinese,4.5
1987,2370,476,23-05-2023,1289.36,User_2370,Bangalore,Regular,Restaurant_476,Mexican,3.4
1988,2219,276,10-10-2023,925.67,User_2219,Pune,Regular,Restaurant_276,Italian,3.4
1989,2053,114,08-09-2023,958.56,User_2053,Hyderabad,Regular,Restaurant_114,Indian,3.9
1990,748,155,23-03-2023,806.93,User_748,Pune,Regular,Restaurant_155,Mexican,3.1
1991,179,234,07-09-2023,1350.7,User_179,Bangalore,Regular,Restaurant_234,Chinese,3.7
1992,1779,409,23-12-2023,1033.82,User_1779,Chennai,Regular,Restaurant_409,Mexican,3.5
1993,1933,485,01-03-2023,143.42,User_1933,Hyderabad,Regular,Restaurant_485,Mexican,4.9
1994,452,242,19-09-2023,125.75,User_452,Bangalore,Gold,Restaurant_242,Mexican,4.0
1995,843,358,06-06-2023,915.45,User_843,Pune,Gold,Restaurant_358,Indian,5.0
1996,1377,6,23-12-2023,372.93,User_1377,Pune,Regular,Restaurant_6,Chinese,4.8
1997,2576,63,08-10-2023,720.81,User_2576,Pune,Gold,Restaurant_63,Italian,5.0
1998,1614,132,25-08-2023,1344.18,User_1614,Chennai,Regular,Restaurant_132,Indian,3.7
1999,1685,445,21-10-2023,861.65,User_1685,Chennai,Regular,Restaurant_445,Indian,4.3
2000,1397,285,19-11-2023,1265.48,User_1397,Bangalore,Gold,Restaurant_285,Mexican,4.8
2001,377,187,18-02-2023,362.91,User_377,Bangalore,Gold,Restaurant_187,Chinese,3.8
2002,2619,295,12-01-2023,138.49,User_2619,Bangalore,Regular,Restaurant_295,Chinese,3.1
2003,1966,223,13-12-2023,449.71,User_1966,Hyderabad,Regular,Restaurant_223,Italian,3.4
2004,1268,183,13-04-2023,339.14,User_1268,Hyderabad,Gold,Restaurant_183,Chinese,3.7
2005,2723,426,09-09-2023,1161.36,User_2723,Chennai,Regular,Restaurant_426,Chinese,3.5
2006,1195,142,07-07-2023,1064.09,User_1195,Chennai,Gold,Restaurant_142,Indian,4.6
2007,962,159,18-06-2023,347.31,User_962,Pune,Gold,Restaurant_159,Mexican,4.9
2008,1368,130,02-11-2023,1171.9,User_1368,Pune,Gold,Restaurant_130,Indian,4.6
2009,2851,450,13-09-2023,684.08,User_2851,Chennai,Gold,Restaurant_450,Mexican,3.2
2010,41,264,20-04-2023,599.41,User_41,Bangalore,Regular,Restaurant_264,Indian,4.3
2011,2491,166,13-09-2023,877.3,User_2491,Bangalore,Gold,Restaurant_166,Chinese,4.6
2012,2587,439,12-03-2023,943.21,User_2587,Bangalore,Gold,Restaurant_439,Mexican,3.1
2013,569,275,11-12-2023,1129.19,User_569,Hyderabad,Gold,Restaurant_275,Italian,3.8
2014,573,260,12-07-2023,1014.93,User_573,Bangalore,Gold,Restaurant_260,Indian,4.0
2015,1995,154,14-07-2023,915.0,User_1995,Chennai,Gold,Restaurant_154,Chinese,4.7
2016,2017,75,03-01-2023,112.31,User_2017,Chennai,Gold,Restaurant_75,Chinese,4.2
2017,1294,94,01-09-2023,338.58,User_1294,Chennai,Regular,Restaurant_94,Chinese,4.5
2018,348,115,06-08-2023,1003.06,User_348,Pune,Gold,Restaurant_115,Chinese,3.3
2019,1301,440,13-07-2023,1239.36,User_1301,Hyderabad,Regular,Restaurant_440,Mexican,3.8
2020,2369,69,07-08-2023,606.7,User_2369,Chennai,Gold,Restaurant_69,Chinese,4.9
2021,569,339,19-06-2023,1346.57,User_569,Hyderabad,Gold,Restaurant_339,Indian,3.1
2022,2506,110,28-12-2023,1203.44,User_2506,Bangalore,Gold,Restaurant_110,Mexican,4.2
2023,1562,70,08-06-2023,1005.11,User_1562,Chennai,Regular,Restaurant_70,Chinese,4.7
2024,2555,285,05-02-2023,1181.81,User_2555,Bangalore,Regular,Restaurant_285,Mexican,4.8
2025,439,83,23-09-2023,312.74,User_439,Pune,Gold,Restaurant_83,Chinese,3.5
2026,1065,146,03-05-2023,1278.03,User_1065,Chennai,Regular,Restaurant_146,Indian,4.8
2027,824,233,27-10-2023,1086.28,User_824,Hyderabad,Regular,Restaurant_233,Italian,4.5
2028,726,439,28-06-2023,805.57,User_726,Bangalore,Gold,Restaurant_439,Mexican,3.1
2029,2654,374,09-01-2023,1423.18,User_2654,Chennai,Regular,Restaurant_374,Mexican,3.6
2030,777,268,15-03-2023,1401.77,User_777,Chennai,Gold,Restaurant_268,Indian,3.8
2031,2449,130,26-05-2023,431.85,User_2449,Pune,Gold,Restaurant_130,Indian,4.6
2032,69,479,22-09-2023,486.12,User_69,Pune,Regular,Restaurant_479,Indian,3.8
2033,1889,315,10-01-2023,398.02,User_1889,Pune,Regular,Restaurant_315,Mexican,4.7
2034,426,215,09-02-2023,440.33,User_426,Pune,Regular,Restaurant_215,Mexican,4.4
2035,350,409,01-05-2023,569.77,User_350,Chennai,Regular,Restaurant_409,Mexican,3.5
2036,2401,5,12-12-2023,1306.09,User_2401,Bangalore,Gold,Restaurant_5,Chinese,4.8
2037,136,94,27-06-2023,204.56,User_136,Pune,Gold,Restaurant_94,Chinese,4.5
2038,2089,269,22-02-2023,162.47,User_2089,Hyderabad,Gold,Restaurant_269,Indian,3.5
2039,525,340,07-05-2023,765.49,User_525,Bangalore,Gold,Restaurant_340,Chinese,4.9
2040,2899,93,24-04-2023,1353.86,User_2899,Bangalore,Regular,Restaurant_93,Chinese,4.9
2041,1928,97,17-06-2023,1294.16,User_1928,Chennai,Gold,Restaurant_97,Mexican,3.7
2042,1948,402,11-03-2023,443.07,User_1948,Pune,Regular,Restaurant_402,Mexican,3.3
2043,2022,378,27-08-2023,1182.56,User_2022,Bangalore,Regular,Restaurant_378,Italian,4.4
2044,1531,456,03-01-2023,1362.94,User_1531,Bangalore,Gold,Restaurant_456,Chinese,4.2
2045,954,407,01-07-2023,564.22,User_954,Chennai,Gold,Restaurant_407,Mexican,4.6
2046,1725,41,23-06-2023,1421.52,User_1725,Bangalore,Gold,Restaurant_41,Mexican,3.7
2047,1185,293,18-12-2023,732.97,User_1185,Bangalore,Gold,Restaurant_293,Italian,3.0
2048,2772,156,13-08-2023,685.5,User_2772,Bangalore,Gold,Restaurant_156,Italian,3.8
2049,2404,386,05-05-2023,627.06,User_2404,Hyderabad,Gold,Restaurant_386,Italian,4.3
2050,2195,32,28-01-2023,348.85,User_2195,Bangalore,Regular,Restaurant_32,Italian,3.2
2051,2971,287,23-06-2023,959.46,User_2971,Hyderabad,Regular,Restaurant_287,Chinese,4.7
2052,1214,147,25-09-2023,456.55,User_1214,Pune,Gold,Restaurant_147,Italian,3.2
2053,1805,238,05-02-2023,1055.77,User_1805,Bangalore,Regular,Restaurant_238,Chinese,4.7
2054,82,117,08-05-2023,561.86,User_82,Hyderabad,Regular,Restaurant_117,Indian,3.9
2055,1486,135,29-04-2023,1131.96,User_1486,Hyderabad,Regular,Restaurant_135,Indian,3.7
2056,2133,397,17-08-2023,260.67,User_2133,Pune,Regular,Restaurant_397,Indian,4.8
2057,1222,444,13-06-2023,378.19,User_1222,Chennai,Regular,Restaurant_444,Chinese,4.7
2058,2659,165,06-07-2023,1300.93,User_2659,Hyderabad,Gold,Restaurant_165,Mexican,4.3
2059,2519,15,23-08-2023,666.33,User_2519,Chennai,Gold,Restaurant_15,Chinese,4.6
2060,1487,289,25-02-2023,1047.12,User_1487,Bangalore,Gold,Restaurant_289,Italian,4.8
2061,1762,467,23-05-2023,1264.39,User_1762,Bangalore,Regular,Restaurant_467,Italian,3.3
2062,2676,43,05-09-2023,1223.64,User_2676,Hyderabad,Gold,Restaurant_43,Chinese,4.9
2063,2779,252,09-05-2023,658.75,User_2779,Chennai,Gold,Restaurant_252,Indian,3.7
2064,1764,361,18-11-2023,228.1,User_1764,Pune,Gold,Restaurant_361,Indian,4.5
2065,2559,232,23-03-2023,520.63,User_2559,Bangalore,Regular,Restaurant_232,Mexican,4.0
2066,1487,89,05-10-2023,1200.63,User_1487,Bangalore,Gold,Restaurant_89,Indian,4.3
2067,2412,305,06-04-2023,448.36,User_2412,Chennai,Gold,Restaurant_305,Indian,4.6
2068,1724,368,20-01-2023,1371.2,User_1724,Bangalore,Regular,Restaurant_368,Indian,4.4
2069,1458,47,30-04-2023,1064.58,User_1458,Bangalore,Regular,Restaurant_47,Indian,3.4
2070,1401,96,08-05-2023,226.33,User_1401,Hyderabad,Gold,Restaurant_96,Mexican,4.4
2071,2988,272,18-04-2023,971.51,User_2988,Pune,Gold,Restaurant_272,Indian,4.8
2072,1522,399,29-08-2023,1003.01,User_1522,Chennai,Gold,Restaurant_399,Chinese,3.2
2073,2102,132,03-02-2023,166.8,User_2102,Bangalore,Gold,Restaurant_132,Indian,3.7
2074,330,392,27-08-2023,554.41,User_330,Chennai,Regular,Restaurant_392,Italian,3.3
2075,1253,202,26-05-2023,1447.42,User_1253,Bangalore,Regular,Restaurant_202,Indian,4.7
2076,2397,61,24-03-2023,414.67,User_2397,Chennai,Regular,Restaurant_61,Italian,4.4
2077,1340,328,17-03-2023,720.48,User_1340,Bangalore,Gold,Restaurant_328,Mexican,4.6
2078,1066,225,01-03-2023,1445.62,User_1066,Bangalore,Regular,Restaurant_225,Italian,4.2
2079,2564,431,29-04-2023,401.95,User_2564,Pune,Gold,Restaurant_431,Mexican,4.6
2080,181,47,08-05-2023,718.4,User_181,Hyderabad,Regular,Restaurant_47,Indian,3.4
2081,1587,442,27-02-2023,836.59,User_1587,Chennai,Regular,Restaurant_442,Italian,3.7
2082,2554,157,29-12-2023,931.66,User_2554,Hyderabad,Gold,Restaurant_157,Italian,4.5
2083,2317,218,27-07-2023,305.15,User_2317,Chennai,Gold,Restaurant_218,Indian,4.1
2084,584,394,08-05-2023,156.16,User_584,Bangalore,Gold,Restaurant_394,Mexican,3.5
2085,2491,115,17-10-2023,1078.97,User_2491,Bangalore,Gold,Restaurant_115,Chinese,3.3
2086,141,342,02-05-2023,753.89,User_141,Pune,Gold,Restaurant_342,Mexican,4.1
2087,285,212,26-06-2023,320.77,User_285,Hyderabad,Regular,Restaurant_212,Indian,3.2
2088,2250,172,24-08-2023,374.22,User_2250,Pune,Gold,Restaurant_172,Italian,3.9
2089,2600,497,01-02-2023,1361.6,User_2600,Pune,Gold,Restaurant_497,Mexican,4.4
2090,1248,282,07-04-2023,207.49,User_1248,Hyderabad,Gold,Restaurant_282,Indian,4.4
2091,1850,384,14-09-2023,1325.7,User_1850,Chennai,Gold,Restaurant_384,Mexican,4.6
2092,1315,42,09-08-2023,847.03,User_1315,Hyderabad,Gold,Restaurant_42,Chinese,3.2
2093,2107,340,25-11-2023,515.61,User_2107,Hyderabad,Gold,Restaurant_340,Chinese,4.9
2094,1096,144,16-07-2023,988.83,User_1096,Hyderabad,Regular,Restaurant_144,Chinese,4.5
2095,2793,437,05-07-2023,1288.6,User_2793,Bangalore,Gold,Restaurant_437,Indian,3.3
2096,2041,314,30-11-2023,277.75,User_2041,Pune,Regular,Restaurant_314,Indian,4.1
2097,438,360,09-10-2023,388.57,User_438,Pune,Regular,Restaurant_360,Indian,4.8
2098,404,160,14-02-2023,1370.08,User_404,Hyderabad,Gold,Restaurant_160,Chinese,4.2
2099,58,219,24-03-2023,295.3,User_58,Bangalore,Regular,Restaurant_219,Mexican,4.6
2100,733,394,16-01-2023,642.29,User_733,Chennai,Gold,Restaurant_394,Mexican,3.5
2101,1464,13,24-03-2023,145.35,User_1464,Bangalore,Regular,Restaurant_13,Indian,4.6
2102,1376,90,18-03-2023,1436.13,User_1376,Hyderabad,Gold,Restaurant_90,Italian,4.8
2103,152,309,17-11-2023,1393.87,User_152,Chennai,Regular,Restaurant_309,Indian,4.5
2104,2536,476,18-09-2023,1455.48,User_2536,Bangalore,Gold,Restaurant_476,Mexican,3.4
2105,2418,472,25-12-2023,1420.8,User_2418,Bangalore,Regular,Restaurant_472,Chinese,4.3
2106,141,340,10-12-2023,1169.33,User_141,Pune,Gold,Restaurant_340,Chinese,4.9
2107,1897,206,11-11-2023,526.52,User_1897,Chennai,Gold,Restaurant_206,Mexican,3.2
2108,1026,159,30-12-2023,976.27,User_1026,Chennai,Gold,Restaurant_159,Mexican,4.9
2109,1822,95,16-04-2023,555.78,User_1822,Bangalore,Gold,Restaurant_95,Indian,3.7
2110,2511,194,07-04-2023,1219.86,User_2511,Chennai,Gold,Restaurant_194,Chinese,3.8
2111,1195,196,23-12-2023,549.73,User_1195,Chennai,Gold,Restaurant_196,Italian,5.0
2112,2980,26,24-05-2023,614.52,User_2980,Pune,Gold,Restaurant_26,Chinese,4.6
2113,2509,399,19-10-2023,1114.37,User_2509,Pune,Gold,Restaurant_399,Chinese,3.2
2114,1486,47,08-07-2023,366.03,User_1486,Hyderabad,Regular,Restaurant_47,Indian,3.4
2115,2148,324,04-02-2023,1084.06,User_2148,Pune,Regular,Restaurant_324,Mexican,4.5
2116,2595,296,29-06-2023,143.95,User_2595,Bangalore,Regular,Restaurant_296,Italian,3.8
2117,2587,46,17-07-2023,1491.9,User_2587,Bangalore,Gold,Restaurant_46,Chinese,3.6
2118,2376,183,28-12-2023,1199.49,User_2376,Hyderabad,Regular,Restaurant_183,Chinese,3.7
2119,1591,369,15-07-2023,316.57,User_1591,Hyderabad,Gold,Restaurant_369,Italian,3.0
2120,1156,12,23-05-2023,1489.84,User_1156,Pune,Gold,Restaurant_12,Mexican,3.4
2121,1976,237,15-04-2023,1282.69,User_1976,Hyderabad,Regular,Restaurant_237,Italian,4.5
2122,651,203,29-10-2023,1031.65,User_651,Hyderabad,Regular,Restaurant_203,Chinese,3.8
2123,866,364,02-12-2023,778.01,User_866,Bangalore,Gold,Restaurant_364,Mexican,3.4
2124,2052,128,29-10-2023,1421.42,User_2052,Pune,Regular,Restaurant_128,Indian,4.5
2125,1767,71,27-02-2023,259.23,User_1767,Bangalore,Regular,Restaurant_71,Indian,3.7
2126,2125,432,04-09-2023,417.8,User_2125,Pune,Gold,Restaurant_432,Mexican,5.0
2127,2369,25,22-07-2023,1278.11,User_2369,Chennai,Gold,Restaurant_25,Chinese,3.7
2128,601,31,13-04-2023,361.31,User_601,Hyderabad,Regular,Restaurant_31,Mexican,4.7
2129,1988,277,18-12-2023,1367.12,User_1988,Chennai,Regular,Restaurant_277,Mexican,3.3
2130,1898,440,29-03-2023,1287.95,User_1898,Bangalore,Regular,Restaurant_440,Mexican,3.8
2131,843,308,29-08-2023,361.14,User_843,Pune,Gold,Restaurant_308,Italian,4.3
2132,1052,103,08-05-2023,353.62,User_1052,Pune,Regular,Restaurant_103,Mexican,4.9
2133,2492,113,12-03-2023,597.39,User_2492,Bangalore,Regular,Restaurant_113,Chinese,5.0
2134,727,139,12-01-2023,945.16,User_727,Pune,Regular,Restaurant_139,Mexican,4.8
2135,297,455,02-09-2023,811.08,User_297,Bangalore,Regular,Restaurant_455,Chinese,3.8
2136,1499,337,10-03-2023,198.75,User_1499,Pune,Gold,Restaurant_337,Mexican,4.5
2137,2418,37,27-05-2023,1223.88,User_2418,Bangalore,Regular,Restaurant_37,Mexican,3.1
2138,2225,334,02-07-2023,1467.14,User_2225,Bangalore,Regular,Restaurant_334,Indian,4.0
2139,193,159,30-07-2023,252.94,User_193,Hyderabad,Gold,Restaurant_159,Mexican,4.9
2140,2973,173,21-08-2023,228.14,User_2973,Hyderabad,Gold,Restaurant_173,Chinese,3.7
2141,942,142,19-03-2023,778.27,User_942,Bangalore,Regular,Restaurant_142,Indian,4.6
2142,348,161,21-03-2023,974.11,User_348,Pune,Gold,Restaurant_161,Mexican,3.8
2143,988,408,30-06-2023,1236.14,User_988,Chennai,Gold,Restaurant_408,Mexican,3.0
2144,1008,26,19-02-2023,335.39,User_1008,Pune,Regular,Restaurant_26,Chinese,4.6
2145,995,413,19-10-2023,125.38,User_995,Hyderabad,Regular,Restaurant_413,Italian,3.3
2146,306,400,24-01-2023,1421.23,User_306,Pune,Regular,Restaurant_400,Mexican,3.4
2147,1457,428,18-08-2023,1294.18,User_1457,Chennai,Regular,Restaurant_428,Mexican,4.8
2148,2667,372,03-09-2023,1263.01,User_2667,Pune,Gold,Restaurant_372,Italian,4.4
2149,2435,53,09-09-2023,914.21,User_2435,Hyderabad,Regular,Restaurant_53,Indian,4.5
2150,1670,319,16-04-2023,792.03,User_1670,Pune,Regular,Restaurant_319,Indian,3.1
